Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,raw_role,mapped_role
Manikandaprabhu K,Male,22,Medical,no,trauma cert,trauma surgery,trauma,Trauma Surgeon,Trauma Center,Science,Clinical,hard worker,Trauma Surgeon,Trauma Surgeon,Healthcare & Medical Professional
Manikanta,Male,23,Medical,yes,or cert,surgical assisting,surgery,Surgical Assistant,Hospital,Medical,Clinical,hard worker,Surgical Assistant,Surgical Assistant,Healthcare & Medical Professional
Manimegalai.S,Female,24,Medical,no,neuro cert,clinical neuro,neurology,Neurologist,Teaching Hospital,Science,Clinical,smart worker,Neurologist,Neurologist,Healthcare & Medical Professional
Manish,Male,25,Medical,no,public health cert,community medicine,community health,Public Health Specialist,NGO,Policy,Management,hard worker,Public Health Specialist,Public Health Specialist,Healthcare & Medical Professional
Manish Kannojiya,Male,26,Medical,yes,prosthetics cert,orthotics,rehab,Orthotist,Rehab Center,Health,Clinical,hard worker,Orthotist,Orthotist,Healthcare & Medical Professional
Manisha,Female,27,Medical,no,cardiac care cert,cardiac nursing,cardiac care,Cardiac Nurse,Cardiac Center,Medical,Clinical,hard worker,Cardiac Nurse,Cardiac Nurse,Healthcare & Medical Professional
Manisha Revansidha Goudgaon ,Female,28,Medical,yes,acute care cert,acute medicine,acute care,General Physician,Hospital,Medical,Clinical,smart worker,General Physician,General Physician,Healthcare & Medical Professional
Manita Maharana ,Female,29,Medical,no,dip cert,medical laboratory,lab diag,nostics,Medical Laboratory Technician,nostic Center,no,Science,Medical Laboratory Technician,Medical Laboratory Technician,Healthcare & Medical Professional
Manju Allise,Female,30,Medical,no,neuro cert,paediatric neurology,child neurology,Pediatric Neurologist,Children's Hospital,Science,Clinical,hard worker,Pediatric Neurologist,Pediatric Neurologist,Healthcare & Medical Professional
Manju Ravi,Female,31,Medical,yes,elder care cert,geriatric care,geriatric medicine,Geriatrician,Geriatric Center,Health,Clinical,hard worker,Geriatrician,Geriatrician,Healthcare & Medical Professional
Manjula sowndarya ,Female,32,Medical,yes,trial management cert,clinical trials,clinical research,Clinical Research Coordinator,Research Institute,Research,Clinical,smart worker,Clinical Research Coordinator,Clinical Research Coordinator,Healthcare & Medical Professional
Manjunath D N,Male,33,Medical,yes,dentistry cert,dental assistance,dental care,Dental Assistant,Dental Clinic,Health,Clinical,hard worker,Dental Assistant,Dental Assistant,Healthcare & Medical Professional
Manohar Gaddam ,Male,34,Medical,no,ir cert,interventional radiology,imaging,Interventional Radiologist,Diag,yes,Science,Clinical,Interventional Radiologist,Interventional Radiologist,Healthcare & Medical Professional
Manoj,Male,35,Medical,no,mental health cert,psych nursing,psych nursing,Mental Health Nurse,Clinic,Health,Clinical,hard worker,Mental Health Nurse,Mental Health Nurse,Healthcare & Medical Professional
Manoj kumar BH,Male,36,Medical,yes,periop cert,surgical nursing,surgery,Surgical Nurse,Hospital,Medical,Clinical,hard worker,Surgical Nurse,Surgical Nurse,Healthcare & Medical Professional
Manojkumar,Male,37,Medical,no,blood bank cert,transfusion medicine,hematology,Transfusion Technician,Blood Bank,Science,Clinical,hard worker,Transfusion Technician,Transfusion Technician,Healthcare & Medical Professional
Manpreet Singh Digwa,Male,38,Medical,no,palliative cert,palliative care,end of life care,Palliative Care Nurse,Clinic,Health,Clinical,smart worker,Palliative Care Nurse,Palliative Care Nurse,Healthcare & Medical Professional
Mansur ali,Male,39,Medical,yes,health admin cert,medical admin,health management,Health Administrator,Hospital,Business,Management,hard worker,Health Administrator,Health Administrator,Healthcare & Medical Professional
Manvi jaiswal,Female,40,Medical,yes,neonatal cert,neonatal care,paediatrics,Pediatrician,Children's Hospital,Medical,Clinical,smart worker,Pediatrician,Pediatrician,Healthcare & Medical Professional
Mary,Female,41,Medical,no,pharma cert,pharmacology,pharmacology,Pharmacist,Pharmacy,Science,Clinical,hard worker,Pharmacist,Pharmacist,Healthcare & Medical Professional
Mashetti sandeep ,Male,22,Medical,yes,first aid,clinical skills,primary care,General Physician,Clinic,Medical,Clinical,hard worker,General Physician,General Physician,Healthcare & Medical Professional
MASNA CHERUMADATHIL MADHARI,Female,23,Medical,no,acls,trauma care,emergency medicine,Emergency Medicine Physician,Trauma Center,Medical,Clinical,smart worker,Emergency Medicine Physician,Emergency Medicine Physician,Healthcare & Medical Professional
Masthan khan patan ,Male,24,Medical,yes,oncology cert,cancer biology,oncology,Oncologist,Cancer Center,Science,Clinical,hard worker,Oncologist,Oncologist,Healthcare & Medical Professional
Mathilda Lewis,Female,25,Medical,yes,public health cert,community nursing,community health,Community Nurse,NGO,Health,Clinical,hard worker,Community Nurse,Community Nurse,Healthcare & Medical Professional
Mathumitha,Female,26,Medical,no,rt cert,respiratory care,pulmo,nology,Respiratory Therapist,yes,Medical,Clinical,Respiratory Therapist,Respiratory Therapist,Healthcare & Medical Professional
Matushree,Female,27,Medical,no,trial cert,clinical trials,clinical research,Clinical Researcher,Research Institute,Research,Clinical,hard worker,Clinical Researcher,Clinical Researcher,Healthcare & Medical Professional
Mayank Sharma,Male,28,Medical,yes,neuro cert,neuroscience,neurology,Neurologist,Teaching Hospital,Science,Clinical,hard worker,Neurologist,Neurologist,Healthcare & Medical Professional
Mayur Dhingra,Male,29,Medical,yes,vision cert,ophthalmology,ophthalmology,Ophthalmologist,Eye Hospital,Health,Clinical,smart worker,Ophthalmologist,Ophthalmologist,Healthcare & Medical Professional
MD BASHA ZAMA KHAN,Male,30,Medical,yes,or nursing cert,perioperative care,surgery,Surgical Nurse,Hospital,Medical,Clinical,smart worker,Surgical Nurse,Surgical Nurse,Healthcare & Medical Professional
MD NADEEM ANSARI,Male,31,Medical,yes,food safety cert,nutrition,nutrition,Dietitian,Clinic,Health,Clinical,hard worker,Dietitian,Dietitian,Healthcare & Medical Professional
Md Shahnawaz Sheikh,Male,32,Medical,no,dental cert,dental basics,dentistry,Dental Assistant,Dental Clinic,Health,Clinical,hard worker,Dental Assistant,Dental Assistant,Healthcare & Medical Professional
Meenakshi,Female,33,Medical,no,micro cert,microbiology,microbiology,Medical Tech,nologist,nostic Center,no,Science,Medical Tech,Medical Tech,Healthcare & Medical Professional
Meenakshi Mishra,Female,34,Medical,yes,nurse cert,critical care,nursing,Nurse,Hospital,Medical,Clinical,hard worker,Nurse,Nurse,Healthcare & Medical Professional
Meenavaishali.R,Female,35,Medical,yes,hims cert,clinical coding,data mgmt,Medical Coder,Hospital,Tech,Management,hard worker,Medical Coder,Medical Coder,Healthcare & Medical Professional
Megha Daga ,Female,36,Medical,no,lab cert,phlebotomy,lab work,Medical Laboratory Technician,Diag,no,Science,Clinical,Medical Laboratory Technician,Medical Laboratory Technician,Healthcare & Medical Professional
Mehak Suri,Female,37,Medical,yes,health admin cert,public policy,public health,Public Health Analyst,NGO,Policy,Management,hard worker,Public Health Specialist,Public Health Specialist,Healthcare & Medical Professional
Minakshee Donode,Female,38,Medical,yes,ortho cert,orthopaedics,bones,Orthopedic Surgeon,Orthopedic Center,Medical,Clinical,hard worker,Orthopedic Surgeon,Orthopedic Surgeon,Healthcare & Medical Professional
Moganambhigai R,Female,39,Medical,yes,ot cert,therapy basics,rehabilitation,Occupational Therapist,Rehab Center,Health,Clinical,smart worker,Occupational Therapist,Occupational Therapist,Healthcare & Medical Professional
Mohammad Afnanuddin,Male,40,Medical,no,psych cert,mental health,psychology,Mental Health Counselor,Clinic,Health,Clinical,smart worker,Mental Health Counselor,Mental Health Counselor,Healthcare & Medical Professional
MOHAMMAD FAZIL,Male,41,Medical,no,surgical cert,anatomy advanced,surgery,Surgeon,Teaching Hospital,Science,Clinical,hard worker,Surgeon,Surgeon,Healthcare & Medical Professional
Mohammad Hussain Khan,Male,22,Medical,yes,pv cert,pharmacovigilance,pharmacology,Pharmacologist,Research Institute,Science,Clinical,smart worker,Clinical Pharmacologist,Clinical Pharmacologist,Healthcare & Medical Professional
Mohammad Runna sheikh,Male,21,Medical,yes,xray cert,radiology basics,good,radiology,Radiographer,nostic Center,no,Science,Radiographer,Radiographer,Healthcare & Medical Professional
Mohammad sarfaraz,Male,20,Medical,yes,cardiology cert,cardiac care,cardiology,Cardiologist,Cardiac Center,Medical,Clinical,hard worker,Cardiologist,Cardiologist,Healthcare & Medical Professional
Mohammad Tahereem ,Male,22,Medical,yes,pharma cert,pharmacy practice,pharmacy,Pharmacist,Pharmacy,Health,Clinical,hard worker,Pharmacist,Pharmacist,Healthcare & Medical Professional
MOHAMMAD YAKUB,Male,21,Medical,yes,health camp cert,community medicine,public health,Public Health Specialist,NGO,Health,Management,hard worker,Public Health Specialist,Public Health Specialist,Healthcare & Medical Professional
MOHAMMAD YAKUB,Male,23,Medical,yes,research cert,clinical trials,research,Clinical Researcher,Research Institute,Research,Clinical,smart worker,Clinical Researcher,Clinical Researcher,Healthcare & Medical Professional
Mohammed Abdul Kareem Qureshi,Male,22,Medical,yes,acls,anesthesia basics,anesthesia,Anesthesiologist,Hospital,Health,Clinical,smart worker,Anesthesiologist,Anesthesiologist,Healthcare & Medical Professional
MOHAMMED AKRAM A H,Male,20,Medical,no,paediatric cert,child care,child health,Pediatric Nurse,Children's Hospital,Health,Clinical,hard worker,Pediatric Nurse,Pediatric Nurse,Healthcare & Medical Professional
Mohammed Junaid Khan ,Male,21,Medical,yes,echo cert,interventional cardiology,cardiology,Cardiologist,Cardiac Center,Science,Clinical,smart worker,Cardiologist,Cardiologist,Healthcare & Medical Professional
Mohammed kagalwala ,Male,23,Medical,yes, cancer cert, oncology basics, oncology, Oncologist, Cancer Center,yes, Science, Clinical, Oncologist, Oncologist,Healthcare & Medical Professional
Mohammed mehdi ali,Male,22,Medical,no,vision cert,eye care,ophthalmology,Ophthalmologist,Eye Hospital,Clinical,Clinical,smart worker,Ophthalmologist,Ophthalmologist,Healthcare & Medical Professional
Mohammed Suleman Saud Alam Ansari ,Male,21,Medical,no,neuro cert,neuro basics,neurology,Neurologist,Teaching Hospital,Science,Clinical,smart worker,Neurologist,Neurologist,Healthcare & Medical Professional
Mohammed Tahoor Uddin Abir,Male,22,Medical,yes,general nursing,nursing basics,nursing,Nurse,Hospital,Health,Clinical,hard worker,Nurse,Nurse,Healthcare & Medical Professional
Mohammed vaseem ahmed,Male,21,Medical,yes,hit cert,health infotech,health it,Health Informatics Specialist,Clinic,Tech,Management,hard worker,Health Informatics Specialist,Health Informatics Specialist,Healthcare & Medical Professional
Mohan singh,Male,23,Medical,yes,emt cert,emergency care,emergency medicine,Emergency Physician,Trauma Center,Medical,Clinical,hard worker,Emergency Medicine Physician,Emergency Medicine Physician,Healthcare & Medical Professional
Mohanapriya. R,Female,22,Medical,no,ortho cert,orthopaedics,ortho,Orthopedist,Hospital,Science,Clinical,smart worker,Orthopedic Surgeon,Orthopedic Surgeon,Healthcare & Medical Professional
MOHANAPRIYA.R,Female,20,Medical,yes,dental cert,dentistry basics,dentistry,Dentist,Dental Clinic,Health,Clinical,hard worker,Dentist,Dentist,Healthcare & Medical Professional
Mohd Aaquib Mohd Hafeez,Male,21,Medical,no,rehab cert,rehab therapy,rehabilitation,Physiotherapist,Rehab Center,Health,Clinical,hard worker,Physiotherapist,Physiotherapist,Healthcare & Medical Professional
Mohd Aaquib Mohd Hafeez,Male,23,Medical,no,oncology cert,cancer therapy,oncology,Oncologist,Cancer Hospital,Science,Clinical,hard worker,Oncologist,Oncologist,Healthcare & Medical Professional
Mohd Abdul Hakeem,Male,22,Medical,yes,pharma cert,pharmacy basics,pharmacy,Pharmacist,Pharmacy,Health,Clinical,hard worker,Pharmacist,Pharmacist,Healthcare & Medical Professional
Mohd Afrozuddin,Male,20,Medical,yes,psych cert,clinical psychology,mental health,Mental Health Counselor,Clinic,Health,Clinical,smart worker,Mental Health Counselor,Mental Health Counselor,Healthcare & Medical Professional
MOHD AMER HUSSAIN ,Male,21,Medical,yes,nursing cert,icu care,critical care,ICU Nurse,Hospital,Health,Clinical,hard worker,Nurse,Nurse,Healthcare & Medical Professional
Mohd faris khan,Male,23,Medical,yes,lab cert,microbiology,microbiology,Medical Tech,nologist,nostic Center,yes,Science,Medical Tech,Medical Tech,Healthcare & Medical Professional
Mohd Nauman Valsangkar ,Male,22,Medical,yes,usg cert,ultrasound basics,radiology,Radiographer,Diag,no,Science,Clinical,Radiographer,Radiographer,Healthcare & Medical Professional
Mohd naveed,Male,21,Medical,no,admin cert,health admin,admin,Health Administrator,Clinic,Business,Management,hard worker,Health Administrator,Health Administrator,Healthcare & Medical Professional
Mohd yaser arafath,Male,23,Medical,no,bb cert,transfusion medicine,hematology,Transfusion Technician,Blood Bank,Science,Clinical,hard worker,Transfusion Technician,Transfusion Technician,Healthcare & Medical Professional
Mohsin ali,Male,22,Medical,no,nutrition cert,clinical nutrition,nutrition,Dietitian,Clinic,Health,Clinical,smart worker,Dietitian,Dietitian,Healthcare & Medical Professional
