Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,skills_norm
Aqsa momin,Female,24,software/technology,no,information security,database security,Management,cloud computing,Product based,Travel,Management,smart worker,Web Developer,information security
Aquib,Male,25,software/technology,no,shell programming,game development,Computer Architecture,Business process analyst,Cloud Services,Romance,Technical,smart worker,Web Developer,shell programming
Arasavalli Hari Venkata Hanish,Male,26,software/technology,yes,hadoop,game development,Computer Architecture,developer,Web Services,Trilogy,Management,smart worker,Web Developer,hadoop
Arfaz Khan,Male,27,software/technology,yes,machine learning,web tech,medium,networks,developer,no,Religion-Spirituality,Management,Web Developer,machine learning
ARFAZ KHAN,Male,28,software/technology,yes,hadoop,data science,parallel computing,cloud computing,product development,Trilogy,Management,hard worker,Web Developer,hadoop
Arish,Female,29,software/technology,yes,shell programming,data science,parallel computing,security,Sales and Marketing,Series,Management,hard worker,Web Developer,shell programming
Arjun R V,Male,30,software/technology,no,machine learning,data science,Software Engineering,testing,Cloud Services,Romance,Management,hard worker,Web Developer,machine learning
Aromal ,Male,31,software/technology,yes,python,web tech,poor,Computer Architecture,cloud computing,yes,Health,Technical,Web Developer,python
Arpit Srivastava,Male,32,software/technology,yes,python,data science,hacking,security,Product based,Comics,Management,hard worker,Web Developer,python
Arshad,Male,23,software/technology,no,full stack,testing,IOT,Business process analyst,Web Services,Trilogy,Management,hard worker,Web Developer,full stack
ARSHAD KHAN,Male,34,software/technology,no,python,system designing,cloud computing,system developer,BPA,Autobiographies,Technical,hard worker,Web Developer,python
ARUMUGA SUBHASHINI N,Female,35,software/technology,no,hadoop,data science,networks,system developer,Sales and Marketing,Science,Technical,hard worker,Web Developer,hadoop
Arumugam. K,Male,36,software/technology,no,information security,system designing,data engineering,security,Product based,Health,Technical,hard worker,Web Developer,information security
Arun Janardhan,Male,37,software/technology,yes,shell programming,game development,data engineering,Business process analyst,product development,Horror,Management,smart worker,Web Developer,shell programming
Arun sai,Male,38,software/technology,no,r programming,database security,Management,cloud computing,Sales and Marketing,Math,Management,hard worker,Web Developer,programming
Arundhathi ,Female,39,software/technology,yes,shell programming,game development,Software Engineering,testing,Finance,Prayer books,Management,smart worker,Web Developer,shell programming
Arunkumar.R,Male,40,software/technology,no,shell programming,game development,cloud computing,Business process analyst,BPA,Comics,Technical,hard worker,Web Developer,shell programming
Arunpativada ,Male,41,software/technology,yes,shell programming,game development,IOT,system developer,Service Based,Prayer books,Technical,smart worker,Web Developer,shell programming
Arvind Kumar Yadav,Male,22,software/technology,yes,shell programming,cloud computing,parallel computing,system developer,BPA,Anthology,Management,smart worker,Web Developer,shell programming
arvind kumar yadav,Male,23,software/technology,no,python,hacking,IOT,developer,Testing and Maintainance Services,Horror,Technical,hard worker,Web Developer,python
Aryan Vig,Male,24,software/technology,no,full stack,system designing,data engineering,testing,Web Services,Action and Adventure,Management,smart worker,Web Developer,full stack
Asad Ansari ,Male,25,software/technology,yes,python,data science,Software Engineering,testing,Sales and Marketing,Encyclopedias,Management,hard worker,Web Developer,python
Asha,Female,26,software/technology,no,app development,system designing,cloud computing,developer,SAaS services,Mystery,Technical,smart worker,Web Developer,ios app development
Ashi mishra,Female,27,software/technology,no,distro making,testing,cloud computing,cloud computing,SAaS services,Trilogy,Management,hard worker,Web Developer,distro making
Ashis parija ,Male,28,software/technology,yes,python,system designing,hacking,Business process analyst,Web Services,Mystery,Technical,smart worker,Web Developer,python
Ashish Singh,Male,29,software/technology,no,r programming,testing,Management,cloud computing,Product based,Journals,Technical,smart worker,Web Developer,programming
ASHOK RAO,Male,30,software/technology,yes,information security,database security,Management,system developer,Testing and Maintainance Services,Anthology,Technical,smart worker,Web Developer,information security
Ashok Reddy Bhimavarapu ,Male,31,software/technology,no,r programming,testing,programming,developer,Testing and Maintainance Services,Anthology,Management,hard worker,Web Developer,programming
Ashutosh,Male,32,software/technology,no,distro making,testing,cloud computing,developer,SAaS services,Diaries,Technical,hard worker,Web Developer,distro making
Ashwini mane ,Female,23,software/technology,yes,r programming,database security,data engineering,system developer,Finance,Self help,Management,smart worker,Web Developer,programming
Asit Ray,Male,24,software/technology,yes,shell programming,hacking,Software Engineering,developer,Cloud Services,Anthology,Technical,smart worker,Web Developer,shell programming
Asiya Shaikh,Female,25,software/technology,yes,shell programming,web tech,poor,hacking,system developer,yes,Guide,Management,Web Developer,shell programming
Astha Singh,Female,26,software/technology,no,full stack,data science,IOT,testing,SAaS services,Art,Technical,hard worker,Web Developer,full stack
Astuti,Female,37,software/technology,no,hadoop,game development,hacking,cloud computing,BPA,Horror,Technical,smart worker,Web Developer,hadoop
Atmajeet Das,Male,38,software/technology,yes,machine learning,data science,data engineering,testing,Finance,Poetry,Management,hard worker,Web Developer,machine learning
Atul Kumar,Male,39,software/technology,no,machine learning,game development,cloud computing,Business process analyst,Product based,Action and Adventure,Technical,smart worker,Web Developer,machine learning
Auothapuram Anand kumar,Male,40,software/technology,no,r programming,web tech,medium,hacking,developer,yes,Cookbooks,Technical,Web Developer,programming
Avani Kapadia,Female,41,software/technology,yes,information security,testing,Management,system developer,Sales and Marketing,Guide,Technical,hard worker,Web Developer,information security
Avinash,Male,22,software/technology,yes,machine learning,cloud computing,hacking,security,BPA,Drama,Technical,hard worker,Web Developer,machine learning
Avinash Guniganti ,Male,23,software/technology,no,app development,system designing,data engineering,cloud computing,Sales and Marketing,Mystery,Management,hard worker,Web Developer,ios app development
Avinash mishra,Male,24,software/technology,yes,machine learning,web tech,medium,IOT,developer,yes,Horror,Management,Web Developer,machine learning
Avinash Prakash Salunke,Male,25,software/technology,no,shell programming,web tech,poor,Computer Architecture,developer,yes,Guide,Technical,Web Developer,shell programming
Avisnash,Male,26,software/technology,yes,shell programming,hacking,Computer Architecture,testing,Product based,Guide,Technical,smart worker,Web Developer,shell programming
Avnit Rai ,Male,27,software/technology,yes,distro making,game development,Computer Architecture,cloud computing,Sales and Marketing,Encyclopedias,Management,hard worker,Web Developer,distro making
Avvaru Bharathi ,Female,28,software/technology,no,full stack,system designing,networks,security,product development,Health,Management,smart worker,Web Developer,full stack
Ayman sk,Male,29,software/technology,no,r programming,system designing,networks,system developer,Web Services,Encyclopedias,Management,smart worker,Web Developer,programming
B Abhishek Naidu,Male,30,software/technology,yes,distro making,hacking,Computer Architecture,developer,Sales and Marketing,Religion-Spirituality,Management,smart worker,Web Developer,distro making
